628	686
629	686
629	687
632	687
632	688
634	688
634	689
636	689
636	690
638	690
638	691
641	691
641	692
643	692
643	693
646	693
646	694
650	694
650	695
652	695
652	696
654	696
654	697
656	697
656	698
657	698
657	699
658	699
658	701
659	701
659	702
660	702
660	703
662	703
662	704
664	704
664	705
666	705
666	706
667	706
667	707
668	707
668	709
669	709
669	710
670	710
670	711
671	711
671	712
672	712
672	713
673	713
673	714
674	714
674	715
675	715
675	717
677	717
677	718
678	718
678	719
679	719
679	721
681	721
681	722
685	722
685	723
687	723
687	724
688	724
688	723
689	723
689	724
690	724
690	725
693	725
693	726
694	726
694	727
695	727
695	728
697	728
697	727
698	727
698	728
699	728
699	730
701	730
701	731
700	731
700	733
701	733
701	734
703	734
703	733
705	733
705	734
706	734
706	736
709	736
709	737
706	737
706	736
705	736
705	734
704	734
704	735
700	735
700	736
701	736
701	739
702	739
702	741
704	741
704	739
703	739
703	737
704	737
704	738
705	738
705	741
706	741
706	742
705	742
705	743
703	743
703	745
702	745
702	747
701	747
701	749
700	749
700	750
699	750
699	749
697	749
697	751
698	751
698	752
696	752
696	751
695	751
695	752
693	752
693	753
692	753
692	756
691	756
691	757
685	757
685	756
681	756
681	757
680	757
680	758
679	758
679	759
678	759
678	760
675	760
675	762
669	762
669	761
667	761
667	762
668	762
668	763
665	763
665	764
662	764
662	765
663	765
663	766
662	766
662	765
661	765
661	767
660	767
660	768
659	768
659	769
658	769
658	770
651	770
651	771
650	771
650	770
649	770
649	771
647	771
647	772
646	772
646	773
645	773
645	772
644	772
644	773
643	773
643	772
642	772
642	776
641	776
641	775
640	775
640	776
639	776
639	775
632	775
632	774
624	774
624	773
623	773
623	772
622	772
622	771
620	771
620	772
618	772
618	771
617	771
617	770
612	770
612	771
607	771
607	772
606	772
606	771
605	771
605	770
604	770
604	769
603	769
603	768
600	768
600	769
597	769
597	768
595	768
595	769
587	769
587	768
586	768
586	769
582	769
582	767
581	767
581	766
579	766
579	767
577	767
577	766
574	766
574	767
572	767
572	766
567	766
567	764
564	764
564	761
561	761
561	759
560	759
560	760
559	760
559	759
560	759
560	758
558	758
558	757
557	757
557	756
556	756
556	754
555	754
555	753
554	753
554	752
553	752
553	749
552	749
552	748
550	748
550	746
549	746
549	744
550	744
550	743
548	743
548	741
547	741
547	739
549	739
549	740
550	740
550	739
551	739
551	740
552	740
552	739
553	739
553	737
550	737
550	736
549	736
549	735
546	735
546	733
545	733
545	730
544	730
544	729
543	729
543	726
542	726
542	725
541	725
541	723
540	723
540	720
539	720
539	719
538	719
538	717
537	717
537	715
536	715
536	714
535	714
535	712
534	712
534	709
533	709
533	706
532	706
532	703
530	703
530	700
529	700
529	693
528	693
528	692
527	692
527	689
526	689
526	690
525	690
525	689
526	689
526	688
525	688
525	686
526	686
526	685
525	685
525	682
524	682
524	680
523	680
523	681
522	681
522	671
521	671
521	668
519	668
519	660
518	660
518	657
517	657
517	651
516	651
516	648
515	648
515	647
514	647
514	644
513	644
513	636
512	636
512	634
513	634
513	632
512	632
512	631
514	631
514	630
515	630
515	628
516	628
516	627
517	627
517	626
518	626
518	625
519	625
519	624
520	624
520	623
522	623
522	622
530	622
530	623
532	623
532	624
534	624
534	625
535	625
535	626
536	626
536	628
538	628
538	629
539	629
539	630
540	630
540	633
542	633
542	634
543	634
543	635
544	635
544	636
545	636
545	637
546	637
546	639
547	639
547	641
548	641
548	642
551	642
551	643
552	643
552	645
553	645
553	646
555	646
555	647
556	647
556	648
558	648
558	649
560	649
560	650
561	650
561	651
563	651
563	652
564	652
564	653
566	653
566	654
567	654
567	655
569	655
569	656
571	656
571	657
573	657
573	658
574	658
574	659
576	659
576	660
579	660
579	661
580	661
580	662
582	662
582	661
584	661
584	662
585	662
585	664
587	664
587	665
589	665
589	666
590	666
590	665
591	665
591	666
592	666
592	667
593	667
593	666
594	666
594	667
596	667
596	669
598	669
598	670
600	670
600	671
603	671
603	672
606	672
606	673
607	673
607	674
608	674
608	673
609	673
609	674
611	674
611	675
612	675
612	676
613	676
613	677
615	677
615	678
617	678
617	679
618	679
618	680
621	680
621	681
622	681
622	682
623	682
623	683
625	683
625	684
626	684
626	685
628	685
