623	742
627	742
627	741
628	741
628	742
632	742
632	743
636	743
636	744
638	744
638	745
640	745
640	746
639	746
639	747
638	747
638	748
640	748
640	749
645	749
645	750
646	750
646	749
647	749
647	750
649	750
649	751
655	751
655	749
656	749
656	748
657	748
657	744
661	744
661	743
664	743
664	744
663	744
663	745
662	745
662	746
661	746
661	747
662	747
662	748
667	748
667	747
669	747
669	748
674	748
674	747
675	747
675	746
681	746
681	745
685	745
685	744
688	744
688	743
690	743
690	745
688	745
688	746
687	746
687	747
686	747
686	746
685	746
685	747
684	747
684	749
682	749
682	750
683	750
683	751
680	751
680	752
678	752
678	753
677	753
677	754
674	754
674	755
673	755
673	756
672	756
672	757
671	757
671	758
669	758
669	759
668	759
668	760
667	760
667	759
665	759
665	760
663	760
663	761
664	761
664	762
662	762
662	761
661	761
661	762
660	762
660	764
659	764
659	763
658	763
658	762
657	762
657	763
658	763
658	767
657	767
657	768
655	768
655	769
656	769
656	771
651	771
651	770
650	770
650	768
648	768
648	767
649	767
649	766
648	766
648	767
647	767
647	766
643	766
643	768
644	768
644	769
643	769
643	772
644	772
644	773
641	773
641	774
638	774
638	773
640	773
640	772
642	772
642	770
639	770
639	771
637	771
637	770
636	770
636	769
635	769
635	768
631	768
631	767
630	767
630	769
624	769
624	768
623	768
623	767
619	767
619	766
618	766
618	767
617	767
617	766
616	766
616	767
613	767
613	768
611	768
611	767
610	767
610	768
608	768
608	766
609	766
609	765
608	765
608	766
606	766
606	767
605	767
605	766
603	766
603	767
601	767
601	766
597	766
597	767
596	767
596	766
595	766
595	765
592	765
592	764
587	764
587	766
586	766
586	765
584	765
584	764
582	764
582	761
581	761
581	757
579	757
579	756
580	756
580	755
577	755
577	756
572	756
572	755
571	755
571	754
569	754
569	753
568	753
568	752
566	752
566	749
567	749
567	748
566	748
566	749
565	749
565	747
563	747
563	746
562	746
562	744
560	744
560	742
559	742
559	740
558	740
558	738
557	738
557	737
556	737
556	736
554	736
554	735
551	735
551	736
550	736
550	735
547	735
547	734
545	734
545	733
544	733
544	731
543	731
543	730
542	730
542	727
541	727
541	726
539	726
539	724
540	724
540	723
539	723
539	721
538	721
538	720
537	720
537	718
536	718
536	715
535	715
535	707
534	707
534	705
533	705
533	704
532	704
532	703
531	703
531	702
530	702
530	701
529	701
529	697
528	697
528	698
527	698
527	697
526	697
526	696
525	696
525	695
524	695
524	693
523	693
523	690
522	690
522	686
521	686
521	683
522	683
522	681
521	681
521	680
522	680
522	679
521	679
521	678
522	678
522	674
523	674
523	669
522	669
522	668
521	668
521	667
520	667
520	665
519	665
519	663
520	663
520	662
519	662
519	659
518	659
518	658
517	658
517	656
516	656
516	655
514	655
514	653
516	653
516	652
517	652
517	651
518	651
518	650
521	650
521	649
525	649
525	652
527	652
527	655
528	655
528	657
529	657
529	659
530	659
530	662
531	662
531	664
532	664
532	665
533	665
533	667
534	667
534	668
535	668
535	670
536	670
536	671
537	671
537	673
538	673
538	676
539	676
539	674
540	674
540	676
541	676
541	678
542	678
542	680
543	680
543	681
544	681
544	682
546	682
546	683
552	683
552	684
550	684
550	685
549	685
549	687
550	687
550	688
554	688
554	689
556	689
556	690
559	690
559	689
561	689
561	692
562	692
562	693
563	693
563	694
564	694
564	695
565	695
565	696
566	696
566	697
563	697
563	696
561	696
561	695
559	695
559	696
558	696
558	697
557	697
557	698
555	698
555	700
554	700
554	701
555	701
555	703
557	703
557	704
559	704
559	705
564	705
564	704
568	704
568	703
569	703
569	702
573	702
573	703
579	703
579	705
581	705
581	706
582	706
582	707
583	707
583	708
584	708
584	709
586	709
586	710
584	710
584	712
583	712
583	711
582	711
582	712
576	712
576	713
575	713
575	714
574	714
574	720
577	720
577	721
578	721
578	723
580	723
580	724
581	724
581	722
582	722
582	721
583	721
583	718
584	718
584	717
587	717
587	715
586	715
586	712
587	712
587	713
588	713
588	714
591	714
591	713
589	713
589	712
592	712
592	713
593	713
593	714
595	714
595	715
597	715
597	716
598	716
598	717
600	717
600	718
601	718
601	719
603	719
603	722
602	722
602	721
601	721
601	722
600	722
600	723
598	723
598	724
600	724
600	726
601	726
601	727
603	727
603	728
602	728
602	729
605	729
605	730
606	730
606	731
608	731
608	732
610	732
610	731
611	731
611	732
612	732
612	731
613	731
613	726
611	726
611	724
612	724
612	725
615	725
615	726
617	726
617	727
619	727
619	728
621	728
621	729
623	729
623	730
634	730
634	731
629	731
629	732
625	732
625	731
620	731
620	730
618	730
618	731
619	731
619	732
620	732
620	733
625	733
625	734
626	734
626	735
628	735
628	736
630	736
630	737
631	737
631	738
627	738
627	737
623	737
